Date,Open,High,Low,Close,Volume
1996-01-01,98.24602294583455,101.84853724482103,97.84974718683213,100.0,3451971
1996-01-02,98.46887845794271,101.00068614691445,97.58825356046938,100.26835707650561,3902002
1996-01-03,99.73864331318397,103.19033008667286,99.26961060410443,100.21909307631708,1043985
1996-01-04,99.90897178515286,103.43616341956044,97.97819080903474,100.56369068435423,4271365
1996-01-05,102.23312424154295,103.06221074782509,100.33924986244509,101.34961093940537,3954843
1996-01-08,102.23466306532828,103.37416632226272,100.18190274285341,101.25122409445146,1563546
1996-01-09,99.33564339085858,103.58495227852679,99.33564339085858,101.15294107178607,2390506
1996-01-10,100.83437833779438,104.17752873356729,99.33964468049125,101.97188176433457,3554099
1996-01-11,101.45908494203995,104.53308854061557,101.45908494203995,102.38355995800255,2983187
1996-01-12,102.35827304219603,105.10158722416567,102.16148699160802,102.16370437528856,1460377
1996-01-15,101.00434973129822,104.2946966414543,101.00434973129822,102.4612868356574,1349381
1996-01-16,100.74726929166711,104.19611814863977,100.74726929166711,102.24436722728466,4125825
1996-01-17,103.83785795714458,104.62616815549532,100.9926800086119,102.02672488096657,1623868
1996-01-18,103.41378661255129,104.22385713639628,100.39825597361428,102.17056331650598,1688370
1996-01-19,99.92071023882892,103.43907514651536,99.92071023882892,101.21359282727413,4323692
1996-01-22,99.98583229757217,101.06595136247068,99.53045758920834,100.36090989003719,3448558
1996-01-23,99.52074091043815,101.21372510246181,98.99222597946459,100.09882363174297,3418862
1996-01-24,100.7714264457547,100.7714264457547,99.00313427646377,99.61192737805385,2917383
1996-01-25,99.829128884844,101.30244885272776,98.1381551887071,99.7883636758956,3275980
1996-01-26,97.87626656833444,100.71363773574679,96.73602493946566,99.35527016525788,3407078
1996-01-29,99.61682987688476,101.62534974954893,97.36829166546029,98.67354214028312,4871304
1996-01-30,99.00633966636786,101.23930518864243,97.22437925771949,99.41638062652635,1891893
1996-01-31,98.3821417803827,101.66742077417501,97.48981693983016,99.32403458952356,1858249
1996-02-01,98.8825301599102,100.37324090475714,96.4480316618505,99.37743526513243,1228873
1996-02-02,98.68051551584395,101.15131223639823,96.86201137733646,98.68937164896275,3632795
1996-02-05,97.82273418844909,100.25696346137966,97.82273418844909,98.44048557819283,3196168
1996-02-06,97.49772630476687,100.57469122135196,97.16331201726135,98.51477004327162,1444956
1996-02-07,97.5697834634945,98.83286328541853,95.05730195012514,97.96752365927507,2458155
1996-02-08,96.2830142892776,99.78696201207073,96.2830142892776,98.17114818651204,1714652
1996-02-09,98.96301294722817,99.75804512638794,95.81503492852735,97.89595546697649,2325926
1996-02-12,96.4858514749618,99.50067877459861,96.24031709029506,97.77275646637109,4805056
1996-02-13,95.71942003746189,100.17504949195069,95.71942003746189,97.4981584473558,3733275
1996-02-14,99.02571150542484,101.07288339460636,98.21978720358605,98.42062663865444,1030276
1996-02-15,99.51225026379262,101.30099443046966,95.60225565344605,98.43366873739923,2010032
1996-02-16,99.16215005285031,99.89367611027237,97.0031704302221,97.93278363514285,1041446
1996-02-19,98.3296045462842,101.22292328855538,97.91557175371473,98.35514075640583,3859473
1996-02-20,96.62213222095592,100.21628241107537,96.62213222095592,97.7744305393848,2877687
1996-02-21,98.82503953116898,98.82503953116898,95.48090700690791,97.89609302080265,4976074
1996-02-22,97.730990850841,98.19973137500295,95.59316129165603,96.9564519957197,3934333
1996-02-23,95.35427272908122,97.02090660392281,93.56797546961259,96.33196225166182,3071651
1996-02-26,98.00233215399042,98.00233215399042,94.99699568277036,96.44604878982494,4218821
1996-02-27,95.2892357721234,97.36766350101298,94.28121647128184,96.82144891860239,3819214
1996-02-28,98.79513246547839,98.79513246547839,96.45242385362246,96.92377383480361,1975104
1996-02-29,98.28324806814342,98.97940536552913,94.31147592739075,96.88711324973767,3121033
1996-03-01,97.48787295054726,97.995874275561,95.34778965493798,96.76062533311524,3223994
1996-03-04,97.75059831848567,97.75059831848567,94.68449154127205,96.0646638963983,2804926
1996-03-05,96.58946499185117,97.92589062600292,95.6566950295241,95.73811886949154,1716770
1996-03-06,94.35385358512104,97.92275579799356,94.35385358512104,95.53676304621521,1893476
1996-03-07,95.83857937720613,98.87148338192263,94.00852077484669,96.06084057701028,2124189
1996-03-08,94.59546478479486,98.09881378902003,94.0530137991723,96.24509405379358,1041020
1996-03-11,94.99478568771349,96.73703959523526,92.92055317577787,95.41592324473683,4667775
1996-03-12,96.51340992178571,96.51340992178571,94.89138033293379,95.5896202851289,3744383
1996-03-13,94.99124454813202,96.06112824266283,94.53940536835297,95.42468886436829,3758469
1996-03-14,94.47509630460287,95.72840903841015,94.00753447154509,95.12079844581795,3289322
1996-03-15,95.79473297040677,96.60221561433504,92.68473915040353,95.43073829043172,3757243
1996-03-18,97.37016811373032,98.79638180784565,95.25913111797853,95.94176966613416,4927450
1996-03-19,94.6630427554314,96.41017042370909,94.6630427554314,96.40770133348187,2540641
1996-03-20,95.5825513442639,96.59053350074657,95.5825513442639,96.02244771208521,3850102
1996-03-21,94.58230006054436,96.43516370875535,94.58230006054436,95.8931955556671,2438116
1996-03-22,96.8219204607584,98.13803970582937,94.0650983941839,96.07120373981836,4417155
1996-03-25,95.03619284202861,97.58009442328142,94.76743374374473,96.55902695389211,4432114
1996-03-26,96.98214506528647,97.6686669126982,93.96483760639842,96.34699576854432,4609065
1996-03-27,95.45339365422892,96.70609853428203,95.45339365422892,96.27682674450293,1021853
1996-03-28,94.61019869796102,96.92702814633931,94.61019869796102,95.76351000678301,2192765
1996-03-29,96.8717012843256,96.8717012843256,92.92671706931826,95.20989798370772,1535697
1996-04-01,93.7742772636466,97.14476235875,93.2018924218759,95.61574246660085,2815944
1996-04-02,96.04361482941691,96.56614984011942,93.61718601734835,96.28325510156779,2981798
1996-04-03,94.42576736814244,98.55086105517695,94.42576736814244,96.26784490805802,2023616
1996-04-04,96.70663010380058,98.41504201964062,94.54366007786855,96.77013822391166,3893785
1996-04-05,96.96853242952233,99.07044492953644,95.0566850093398,96.96447009220945,2079078
1996-04-08,95.9814911471689,97.88484762551985,94.58446201035645,96.67109451047138,4415565
1996-04-09,95.43988365903152,97.97370717014061,95.16113172957576,96.86511127305234,1710637
1996-04-10,97.14666631628158,97.91703694286332,96.79187743207494,97.6293947110707,2468941
1996-04-11,98.30416331919109,99.16577541316884,97.2524142090121,97.63143221744691,3488951
1996-04-12,99.52642703112728,99.93378857474865,96.00142030509829,98.41475050902572,3421340
1996-04-15,97.26481674636976,98.50954342148185,96.23141840538634,97.14532565504636,1312116
1996-04-16,97.9145586756799,99.73141210124396,95.6689763301008,97.56397465239853,4385034
1996-04-17,96.45684628096133,100.06417174350473,96.45684628096133,97.62595073712478,3392259
1996-04-18,96.67011391265909,99.69557056554487,95.44887014695738,97.4995215429391,4479438
1996-04-19,96.24428525700435,97.98483706711455,94.6578951219474,97.5637546062908,4470542
1996-04-22,95.644833835137,98.41667793901905,95.2098195889462,96.613693927976,3183674
1996-04-23,95.46466705278173,96.75950031604933,94.06758123039309,96.52690010408102,4643125
